Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	Number	Freq	Is Cancer Gene (source: OncoKB)
MAPK11	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
SNX25	9.214e-21	4q35.1	HOMDEL	15	616	2.4%	No
SPDEF		6p21.31	AMP	2	616	0.3%	No
TMEM170A		16q23.1	HOMDEL	1	616	0.2%	No
RNA5SP509		Xq21.1	AMP	1	616	0.2%	No
ITGAV		2q32.1	HOMDEL	4	616	0.6%	No
ARL4D		17q21.31	AMP	2	616	0.3%	No
ADCY7		16q12.1	AMP	5	616	0.8%	No
RFNG		17q25.3	HOMDEL	1	616	0.2%	No
HCG9		6p22.1	HOMDEL	1	616	0.2%	No
GCNT2P1		6p24.2	HOMDEL	3	616	0.5%	No
LSM4		19p13.11	AMP	1	616	0.2%	No
RNA5SP346		11q21	HOMDEL	2	616	0.3%	No
MYORG		9p13.3	AMP	1	616	0.2%	No
GPR6		6q21	HOMDEL	2	616	0.3%	No
PRRG4		11p13	AMP	1	616	0.2%	No
B3GALT6		1p36.33	HOMDEL	5	616	0.8%	No
SNORD3D		17p11.2	HOMDEL	4	616	0.6%	No
GAGE12H		Xp11.23	AMP	1	616	0.2%	No
RN7SL677P		15q26.2	HOMDEL	2	616	0.3%	No
SERTM1		13q13.3	AMP	23	616	3.7%	No
PLA2G2D		1p36.12	HOMDEL	2	616	0.3%	No
LINC00900		11q23.3	AMP	1	616	0.2%	No
RNA5SP190	2.199e-5	5q23.1	HOMDEL	9	616	1.5%	No
AIDA		1q41	HOMDEL	1	616	0.2%	No
ADCY8		8q24.22	AMP	30	616	4.9%	No
PROP1		5q35.3	HOMDEL	1	616	0.2%	No
TFB1M		6q25.3	AMP	3	616	0.5%	No
PDCD6IP		3p22.3	HOMDEL	1	616	0.2%	No
ZBTB11		3q12.3	AMP	1	616	0.2%	No
ZNF302	9.774e-2	19q13.11	AMP	3	616	0.5%	No
ARRDC2		19p13.11	AMP	1	616	0.2%	No
PRRG3		Xq28	AMP	3	616	0.5%	No
CARD8		19q13.33	HOMDEL	1	616	0.2%	No
TMEM70		8q21.11	AMP	21	616	3.4%	No
RPL10L	6.190e-2	14q21.2	HOMDEL	2	616	0.3%	No
PHF20L1		8q24.22	AMP	30	616	4.9%	No
ADCY9		16p13.3	AMP	1	616	0.2%	No
CXCL17		19q13.2	AMP	2	616	0.3%	No
TEX15		8p12	HOMDEL	27	616	4.4%	No
CHCHD1		10q22.2	HOMDEL	1	616	0.2%	No
LRRC37BP1		17q11.2	AMP	3	616	0.5%	No
PJVK		2q31.2	HOMDEL	1	616	0.2%	No
ASPSCR1		17q25.3	AMP	3	616	0.5%	Yes
C4ORF45		4q32.1	AMP	1	616	0.2%	No
HCG11		6p22.2	AMP	2	616	0.3%	No
SSR4P1		21q22.3	HOMDEL	4	616	0.6%	No
COL4A4		2q36.3	HOMDEL	1	616	0.2%	No
CT55		Xq26.3	AMP	2	616	0.3%	No
RNA5SP510		Xq21.33	AMP	1	616	0.2%	No
EPSTI1		13q14.11	HOMDEL	2	616	0.3%	No
RHBDD3		22q12.2	AMP	1	616	0.2%	No
PLD4	1.130e-1	14q32.33	HOMDEL	2	616	0.3%	No
MESP2	9.521e-2	15q26.1	AMP	2	616	0.3%	No
PHTF1	4.912e-6	1p13.2	HOMDEL	4	616	0.6%	No
GSTP1		11q13.2	HOMDEL	1	616	0.2%	No
ADCYAP1		18p11.32	AMP	2	616	0.3%	No
TLX1		10q24.31	HOMDEL	5	616	0.8%	Yes
RAMAC	9.521e-2	15q25.2	AMP	1	616	0.2%	No
METTL9		16p12.2	AMP	2	616	0.3%	No
ZAR1L		13q13.1	HOMDEL	1	616	0.2%	No
SNHG14	2.325e-6	15q11.2	HOMDEL	6	616	1.0%	No
OR52R1		11p15.4	AMP	1	616	0.2%	No
TRMT6		20p12.3	HOMDEL	2	616	0.3%	No
GPR157		1p36.22	AMP	1	616	0.2%	No
KHDRBS2		6q11.1	AMP	1	616	0.2%	No
SPATA6L		9p24.2-p24.1	AMP	7	616	1.1%	No
RNA5SP513		Xq25	AMP	1	616	0.2%	No
USP14		18p11.32	HOMDEL	2	616	0.3%	No
DCTN5		16p12.2	HOMDEL	3	616	0.5%	No
RRN3		16p13.11	AMP	1	616	0.2%	No
NHLRC3		13q13.3	AMP	24	616	3.9%	No
MOB1B		4q13.3	HOMDEL	1	616	0.2%	No
C8ORF44		8q13.1	AMP	19	616	3.1%	No
PRKCZ		1p36.33	HOMDEL	5	616	0.8%	No
ADCYAP1R1	2.467e-1	7p14.3	AMP	3	616	0.5%	No
APH1A	1.892e-2	1q21.2	AMP	4	616	0.6%	Yes
PIGX		3q29	AMP	1	616	0.2%	No
OR51F2		11p15.4	AMP	1	616	0.2%	No
ZCWPW1		7q22.1	AMP	3	616	0.5%	No
TACC3		4p16.3	AMP	2	616	0.3%	No
RNA5SP512		Xq23	AMP	1	616	0.2%	No
RTTN		18q22.2	HOMDEL	16	616	2.6%	No
MCMBP		10q26.11	HOMDEL	1	616	0.2%	No
CNOT4		7q33	AMP	1	616	0.2%	No
RNA5SP516		Xq27.2	AMP	3	616	0.5%	No
CPNE8		12q12	HOMDEL	1	616	0.2%	No
COG5		7q22.3	AMP	2	616	0.3%	No
TMED11P		4p16.3	AMP	1	616	0.2%	No
MTMR6		13q12.13	HOMDEL	1	616	0.2%	No
C8ORF17		8q24.3	AMP	28	616	4.5%	No
TCAF1		7q35	AMP	2	616	0.3%	No
ADD1		4p16.3	AMP	1	616	0.2%	No
MCTP1		5q15	HOMDEL	9	616	1.5%	No
P4HA2	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
IPP		1p34.1	AMP	1	616	0.2%	No
RNA5SP515		Xq26.3	AMP	2	616	0.3%	No
RNA5SP65	1.892e-2	1q24.1	AMP	3	616	0.5%	No
GAGE2A		Xp11.23	AMP	1	616	0.2%	No
RN7SL697P		Xq28	AMP	4	616	0.6%	No
LGR5		12q21.1	AMP	1	616	0.2%	No
RNU105B		20p12.3	HOMDEL	2	616	0.3%	No
ZNHIT1		7q22.1	AMP	4	616	0.6%	No
NME6		3p21.31	AMP	1	616	0.2%	No
FSTL5		4q32.2	HOMDEL	4	616	0.6%	No
CHRNB1		17p13.1	HOMDEL	8	616	1.3%	No
FREM2		13q13.3	HOMDEL	1	616	0.2%	No
ERCC6L2-AS1		9q22.32	AMP	3	616	0.5%	No
GPR174		Xq21.1	HOMDEL	2	616	0.3%	No
CLSTN3		12p13.31	AMP	4	616	0.6%	No
ALDH1A2		15q21.3	HOMDEL	3	616	0.5%	No
LRRC72	2.467e-1	7p21.1	AMP	2	616	0.3%	No
FAM174A	1.117e-18	5q21.1	HOMDEL	11	616	1.8%	No
PDX1	1.009e-37	13q12.2	AMP	46	616	7.5%	No
PMP22		17p12	HOMDEL	7	616	1.1%	No
RNA5SP514		Xq26.2	AMP	1	616	0.2%	No
BLZF1	1.892e-2	1q24.2	AMP	4	616	0.6%	No
OR5D18		11q12.1	AMP	2	616	0.3%	No
RN7SL419P		4q31.3	HOMDEL	3	616	0.5%	No
RN7SL658P		Xp22.2	AMP	3	616	0.5%	No
SLC9C1		3q13.2	HOMDEL	1	616	0.2%	No
PIBF1		13q21.33-q22.1	AMP	22	616	3.6%	No
RNA5SP68	1.892e-2	1q25.1	AMP	5	616	0.8%	No
USP17L25	9.545e-2	4p16.1	HOMDEL	2	616	0.3%	No
PHACTR2		6q24.2	AMP	3	616	0.5%	No
DNASE1L3		3p14.3	HOMDEL	2	616	0.3%	No
LINC00525		7p12.3	AMP	3	616	0.5%	No
REEP5	5.188e-23	5q22.2	HOMDEL	17	616	2.8%	No
RNA5SP67	1.892e-2	1q25.1	AMP	5	616	0.8%	No
TMEM204		16p13.3	HOMDEL	3	616	0.5%	No
CDK5		7q36.1	HOMDEL	1	616	0.2%	No
LRAT		4q32.1	HOMDEL	3	616	0.5%	No
PPIH		1p34.2	AMP	2	616	0.3%	No
RNA5SP517		Xq27.3	AMP	3	616	0.5%	No
LINC01619	1.486e-1	12q21.33	HOMDEL	1	616	0.2%	No
PHKA2		Xp22.13	HOMDEL	4	616	0.6%	No
RN7SKP34		5q14.3	HOMDEL	5	616	0.8%	No
CCDC3		10p13	AMP	1	616	0.2%	No
OR4D6		11q12.1	HOMDEL	1	616	0.2%	No
MIR503HG		Xq26.3	AMP	2	616	0.3%	No
C1ORF100	1.892e-2	1q44	AMP	4	616	0.6%	No
HINT3		6q22.32	HOMDEL	1	616	0.2%	No
ANKRD26P1		16q11.2	AMP	5	616	0.8%	No
RNA5SP66	1.892e-2	1q24.2	AMP	5	616	0.8%	No
MBTPS2		Xp22.12	AMP	4	616	0.6%	No
PPP1R32		11q12.2	HOMDEL	2	616	0.3%	No
LINC00972		7q21.11	AMP	4	616	0.6%	No
FGF2		4q28.1	HOMDEL	3	616	0.5%	No
RNA5SP71	1.892e-2	1q25.3	AMP	4	616	0.6%	No
OR5D14		11q11	AMP	2	616	0.3%	No
RN7SL346P		15q26.1	HOMDEL	1	616	0.2%	No
NPR3		5p13.3	HOMDEL	1	616	0.2%	No
OR2M2		1q44	HOMDEL	1	616	0.2%	No
C3ORF86		3p21.31	AMP	1	616	0.2%	No
CLDN10		13q32.1	HOMDEL	1	616	0.2%	No
BHLHA15		7q21.3	AMP	3	616	0.5%	No
PGK1		Xq21.1	HOMDEL	3	616	0.5%	No
GEMIN8		Xp22.2	AMP	5	616	0.8%	No
PCMT1		6q25.1	HOMDEL	1	616	0.2%	No
MARCHF8		10q11.21-q11.22	HOMDEL	1	616	0.2%	No
RNA5SP26		13q13.3	HOMDEL	1	616	0.2%	No
MPZL2		11q23.3	AMP	2	616	0.3%	No
OR5L1		11q12.1	AMP	2	616	0.3%	No
SNHG16		17q25.1	AMP	2	616	0.3%	No
CHST15		10q26.13	AMP	1	616	0.2%	No
IRGM		5q33.1	HOMDEL	1	616	0.2%	No
RNA5SP69	1.892e-2	1q25.2	AMP	4	616	0.6%	No
DNAAF3		19q13.42	AMP	1	616	0.2%	No
GPRC6A		6q22.1	HOMDEL	3	616	0.5%	No
KREMEN2		16p13.3	HOMDEL	2	616	0.3%	No
RN7SL735P	8.488e-3	17q24.2	AMP	9	616	1.5%	No
PPP1R3A		7q31.1	HOMDEL	1	616	0.2%	No
C22ORF39		22q11.21	HOMDEL	1	616	0.2%	No
CRYBB2P1		22q11.2-q12.1	HOMDEL	1	616	0.2%	No
NOC4L		12q24.33	AMP	1	616	0.2%	No
HPDL		1p34.1	AMP	1	616	0.2%	No
UBR5		8q22.3	AMP	32	616	5.2%	Yes
ALOX12P2		17p13.1	HOMDEL	10	616	1.6%	No
EIF2AK4	3.147e-8	15q15.1	HOMDEL	8	616	1.3%	No
SOGA1		20q11.23	AMP	48	616	7.8%	No
RNA5SP73	1.892e-2	1q31.1	AMP	7	616	1.1%	No
FAM167A		8p23.1	AMP	1	616	0.2%	No
ENOX2		Xq26.1	HOMDEL	1	616	0.2%	No
ORAI1		12q24.31	HOMDEL	1	616	0.2%	No
CYBB		Xp21.1-p11.4	HOMDEL	3	616	0.5%	No
ANKLE1		19p13.11	AMP	1	616	0.2%	No
MRPL45P2		17q21.32	AMP	3	616	0.5%	No
MORC3		21q22.12	HOMDEL	2	616	0.3%	No
LINC01548		21q22.11	HOMDEL	1	616	0.2%	No
RN7SL15P		Xp11.4	HOMDEL	4	616	0.6%	No
RN7SL720P		9p22.2	AMP	4	616	0.6%	No
TIMM44		19p13.2	AMP	1	616	0.2%	No
PSMA8		18q11.2	AMP	2	616	0.3%	No
LINC00529		8p23-p22	AMP	1	616	0.2%	No
TLDC2		20q11.23	AMP	47	616	7.6%	No
H3-5		12p11.21	AMP	5	616	0.8%	Yes
RN7SKP73		5p15.32	HOMDEL	1	616	0.2%	No
DCLK1		13q13.3	HOMDEL	1	616	0.2%	No
RNA5SP72	1.892e-2	1q25.3	AMP	4	616	0.6%	No
OR2G2		1q44	HOMDEL	1	616	0.2%	No
URB1-AS1		21q22.11	HOMDEL	1	616	0.2%	No
TYSND1		10q22.1	HOMDEL	2	616	0.3%	No
PADI6		1p36.13	HOMDEL	2	616	0.3%	No
PHF5A		22q13.2	AMP	1	616	0.2%	No
CNGA2		Xq28	HOMDEL	2	616	0.3%	No
NF1		17q11.2	HOMDEL	2	616	0.3%	Yes
SSH2		17q11.2	HOMDEL	1	616	0.2%	No
SH3BP5		3p25.1	HOMDEL	1	616	0.2%	No
RNA5SP75	1.892e-2	1q32.1	AMP	5	616	0.8%	No
OR2J1		6p22.1	HOMDEL	1	616	0.2%	No
RNU4ATAC9P		4q13.3	AMP	1	616	0.2%	No
SPATA31D5P		9q21.32	AMP	1	616	0.2%	No
UGT2A3		4q13.2	HOMDEL	1	616	0.2%	No
RN7SL757P		22q12.1	AMP	3	616	0.5%	No
RPL21		13q12.2	AMP	42	616	6.8%	No
UBP1		3p22.3	AMP	1	616	0.2%	No
CEP170P1		4q26	HOMDEL	1	616	0.2%	No
OR4C6		11q11	AMP	2	616	0.3%	No
SEC14L5		16p13.3	HOMDEL	2	616	0.3%	No
SNX14		6q14.3	HOMDEL	3	616	0.5%	No
TRABD	1.105e-5	22q13.33	HOMDEL	7	616	1.1%	No
TRIP11	1.130e-1	14q32.12	HOMDEL	2	616	0.3%	Yes
THG1L		5q33.3	HOMDEL	1	616	0.2%	No
A1BG		19q13.43	AMP	1	616	0.2%	No
RNA5SP74	1.892e-2	1q32.1	AMP	5	616	0.8%	No
ROR1		1p31.3	HOMDEL	1	616	0.2%	No
DYNAP		18q21.2	HOMDEL	17	616	2.8%	No
UNC5B		10q22.1	AMP	1	616	0.2%	No
UBTF		17q21.31	AMP	2	616	0.3%	No
VDAC1	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
TFAP2A		6p24.3	HOMDEL	3	616	0.5%	No
MYO1E		15q22.2	HOMDEL	5	616	0.8%	No
TUBGCP5		15q11.2	AMP	2	616	0.3%	No
L3MBTL4		18p11.31	HOMDEL	6	616	1.0%	No
ZNF530		19q13.43	AMP	1	616	0.2%	No
MOSMO		16p12.2	HOMDEL	1	616	0.2%	No
SHROOM1	2.199e-5	5q31.1	HOMDEL	3	616	0.5%	No
ESRRA		11q13.1	HOMDEL	1	616	0.2%	No
A2M		12p13.31	AMP	2	616	0.3%	No
MED26		19p13.11	HOMDEL	3	616	0.5%	No
EIF3E		8q23.1	AMP	33	616	5.4%	Yes
OVOL1		11q13.1	HOMDEL	2	616	0.3%	No
ELFN2		22q13.1	AMP	1	616	0.2%	No
HDAC1P2	1.892e-2	1q41	AMP	4	616	0.6%	No
VTCN1	4.912e-6	1p13.1-p12	HOMDEL	3	616	0.5%	Yes
TMEM145		19q13.2	AMP	1	616	0.2%	No
TNNT3		11p15.5	HOMDEL	2	616	0.3%	No
CCDC74B		2q21.1	HOMDEL	1	616	0.2%	No
A2MP1		12p13.31	AMP	2	616	0.3%	No
RNU4ATAC10P		11q24.1	AMP	1	616	0.2%	No
RPL23A		17q11.2	AMP	5	616	0.8%	No
CHODL		21q21.1	HOMDEL	7	616	1.1%	No
POM121L2		6p22.1	HOMDEL	4	616	0.6%	No
INSRR	1.892e-2	1q23.1	AMP	3	616	0.5%	No
TEX101		19q13.31	AMP	2	616	0.3%	No
HS3ST1	9.545e-2	4p15.33	HOMDEL	2	616	0.3%	No
LRFN2		6p21.2-p21.1	HOMDEL	2	616	0.3%	No
OR4S2		11q11	AMP	2	616	0.3%	No
ZNF670	1.892e-2	1q44	AMP	4	616	0.6%	No
XAGE1A		Xp11.22	AMP	4	616	0.6%	No
RASSF6		4q13.3	HOMDEL	1	616	0.2%	No
PRR19		19q13.2	AMP	1	616	0.2%	No
EGLN2		19q13.2	AMP	1	616	0.2%	No
RNA5SP458		18q21.1	HOMDEL	12	616	1.9%	No
ZBED2		3q13.13	HOMDEL	1	616	0.2%	No
NOS2		17q11.2	AMP	7	616	1.1%	No
APOL1		22q12.3	AMP	1	616	0.2%	No
RESF1		12p11.21	HOMDEL	1	616	0.2%	No
AKR1B15		7q33	AMP	1	616	0.2%	No
CEMIP2		9q21.13	AMP	2	616	0.3%	No
NOS1		12q24.22	AMP	1	616	0.2%	No
ARHGAP32		11q24.3	AMP	1	616	0.2%	No
FAM187B	9.774e-2	19q13.12	AMP	2	616	0.3%	No
RN7SL89P		4q24	HOMDEL	1	616	0.2%	No
DNASE1L2		16p13.3	HOMDEL	2	616	0.3%	No
ELFN1	2.467e-1	7p22.3	AMP	1	616	0.2%	No
RNU4ATAC15P		9p21.1	AMP	1	616	0.2%	No
RN7SL798P		8q12.1	AMP	18	616	2.9%	No
NONO		Xq13.1	AMP	1	616	0.2%	Yes
ERMN		2q24.1	HOMDEL	2	616	0.3%	No
KHDC1L		6q13	HOMDEL	3	616	0.5%	No
IFT140		16p13.3	AMP	1	616	0.2%	No
UCHL3		13q22.2	AMP	12	616	1.9%	No
DEPDC5		22q12.2-q12.3	HOMDEL	1	616	0.2%	No
PGAP3	1.218e-22	17q12	AMP	20	616	3.2%	No
OR5A1		11q12.1	HOMDEL	1	616	0.2%	No
ZNF496	1.892e-2	1q44	AMP	4	616	0.6%	No
INSR		19p13.2	AMP	2	616	0.3%	Yes
ZNF608	2.199e-5	5q23.2	HOMDEL	4	616	0.6%	No
PIR		Xp22.2	AMP	3	616	0.5%	No
RAB39A	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
RN7SL785P		Xp11.23	AMP	1	616	0.2%	No
SLC25A51		9p13.2-p13.1	AMP	2	616	0.3%	No
SMPX		Xp22.12	AMP	4	616	0.6%	No
RNU6ATAC9P		14q22.2	AMP	1	616	0.2%	No
SLC36A2		5q33.1	HOMDEL	1	616	0.2%	No
CHRNA6		8p11.21	HOMDEL	1	616	0.2%	No
ZNF536	9.774e-2	19q12	AMP	2	616	0.3%	No
CATSPER1		11q13.1	HOMDEL	2	616	0.3%	No
TFEC		7q31.2	HOMDEL	1	616	0.2%	No
ACAT1	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
ASB5		4q34.2	HOMDEL	9	616	1.5%	No
CYP4Z2P		1p33	AMP	1	616	0.2%	No
DCANP1	2.199e-5	5q31.1	HOMDEL	1	616	0.2%	No
INSM1		20p11.23	AMP	10	616	1.6%	No
GINS1		20p11.21	HOMDEL	1	616	0.2%	No
H2AC1		6p22.2	AMP	2	616	0.3%	No
NAGLU		17q21.2	HOMDEL	1	616	0.2%	No
RNU6ATAC7P		17q11.2	AMP	3	616	0.5%	No
STARD4	5.188e-23	5q22.1	HOMDEL	15	616	2.4%	No
LMCD1		3p25.3	HOMDEL	1	616	0.2%	No
CLVS2		6q22.31	AMP	2	616	0.3%	No
LRRC63		13q14.13	AMP	23	616	3.7%	No
ZNF248		10p11.21	AMP	1	616	0.2%	No
INSL4		9p24.1	AMP	7	616	1.1%	No
ARFIP1		4q31.3	HOMDEL	3	616	0.5%	No
LINC00240		6p22.2	AMP	2	616	0.3%	No
KMT2E		7q22.3	AMP	3	616	0.5%	No
SGK3		8q13.1	AMP	19	616	3.1%	No
RNU6ATAC13P		4q33	AMP	1	616	0.2%	No
SATL1		Xq21.1	HOMDEL	2	616	0.3%	No
UNC13A		19p13.11	HOMDEL	3	616	0.5%	No
SLC12A5		20q13.12	AMP	52	616	8.4%	No
SCN8A		12q13.13	HOMDEL	2	616	0.3%	No
SYTL3		6q25.3	HOMDEL	1	616	0.2%	No
CTIF		18q21.1	HOMDEL	12	616	1.9%	No
CCDC144CP		17p11.2	HOMDEL	5	616	0.8%	No
NAT1		8p22	AMP	1	616	0.2%	No
BOLA2		16p11.2	AMP	4	616	0.6%	No
RNU6ATAC12P		11q25	AMP	1	616	0.2%	No
SIRT1		10q21.3	AMP	2	616	0.3%	No
ZCCHC9		5q14.1	HOMDEL	1	616	0.2%	No
RNF175		4q31.3	AMP	1	616	0.2%	No
ESCO1		18q11.2	AMP	1	616	0.2%	No
INTS1	2.467e-1	7p22.3	AMP	1	616	0.2%	No
SNX29		16p13.13-p13.12	AMP	1	616	0.2%	Yes
OR51S1		11p15.4	AMP	2	616	0.3%	No
MYDGF		19p13.3	AMP	1	616	0.2%	No
DPP9		19p13.3	HOMDEL	3	616	0.5%	No
ACSS2		20q11.22	AMP	50	616	8.1%	No
ZFPM2		8q23	AMP	31	616	5.0%	No
MBL2		10q21.1	HOMDEL	1	616	0.2%	No
RNA5SP456		18q21.1	HOMDEL	10	616	1.6%	No
ZNF599	9.774e-2	19q13.11	AMP	3	616	0.5%	No
TMEM248		7q11.21	AMP	2	616	0.3%	No
PDCD6		5p15.33	HOMDEL	2	616	0.3%	No
PDP1		8q22.1	AMP	25	616	4.1%	No
ENOX1		13q14.11	AMP	23	616	3.7%	No
SMG9		19q13.31	AMP	2	616	0.3%	No
ARF5		7q32.1	AMP	2	616	0.3%	No
ZNF236		18q23	HOMDEL	14	616	2.3%	No
ZNF100		19p13.1	HOMDEL	3	616	0.5%	No
THSD1		13q14.3	AMP	18	616	2.9%	No
TYMSOS		18p11.32	HOMDEL	2	616	0.3%	No
ATP10D		4p12	AMP	1	616	0.2%	No
GALC	1.130e-1	14q31.3	HOMDEL	1	616	0.2%	No
TMCO5B	2.325e-6	15q13.3	HOMDEL	7	616	1.1%	No
BRF2		8p11.23	HOMDEL	9	616	1.5%	No
MTHFD2L		4q13.3	AMP	2	616	0.3%	No
PDGFC		4q32.1	HOMDEL	4	616	0.6%	No
ARF6		14q21.3	AMP	1	616	0.2%	No
HPF1		4q33	AMP	2	616	0.3%	No
ANKRD65		1p36.33	HOMDEL	5	616	0.8%	No
CPXM1		20p13	AMP	5	616	0.8%	No
MSS51		10q22.2	AMP	3	616	0.5%	No
RN7SKP140		20p11.22	HOMDEL	1	616	0.2%	No
ANGPTL8		19p13.2	AMP	1	616	0.2%	No
GPR34		Xp11.4	HOMDEL	4	616	0.6%	No
LINC01554		5q15	HOMDEL	7	616	1.1%	No
SERPINA3	1.130e-1	14q32.13	HOMDEL	2	616	0.3%	No
GPR152		11q13.2	AMP	1	616	0.2%	No
GPATCH3	8.177e-35	1p36.11	HOMDEL	2	616	0.3%	No
EGLN3		14q13.1	AMP	2	616	0.3%	No
GGACT		13q32.3	HOMDEL	1	616	0.2%	No
IFITM10		11p15.5	AMP	1	616	0.2%	No
SPINK6		5q32	HOMDEL	2	616	0.3%	No
ARG1		6q23.2	AMP	2	616	0.3%	No
DNTTIP1		20q13.12	AMP	52	616	8.4%	No
KCNH4		17q21.2	AMP	3	616	0.5%	No
CFAP70		10q22.2	AMP	2	616	0.3%	No
CMAS		12p12.1	AMP	4	616	0.6%	No
TRIM16L		17p11.2	HOMDEL	4	616	0.6%	No
PRMT6	4.912e-6	1p13.3	HOMDEL	3	616	0.5%	No
C14ORF180	1.130e-1	14q32.33	HOMDEL	2	616	0.3%	No
GAPT		5q11.2	HOMDEL	3	616	0.5%	No
STRIP2		7q32.1	AMP	2	616	0.3%	No
DOC2GP		11q13.2	AMP	1	616	0.2%	No
TDRG1		6p21.2	HOMDEL	1	616	0.2%	No
PNCK		Xq28	AMP	4	616	0.6%	No
UPK3A		22q13.31	HOMDEL	3	616	0.5%	No
CNOT3		19q13.42	AMP	1	616	0.2%	Yes
CRB1	1.892e-2	1q31.3	AMP	5	616	0.8%	No
GUCY1A2	1.152e-1	11q22.3	HOMDEL	3	616	0.5%	No
LINC00654		20p12.3	HOMDEL	2	616	0.3%	No
ZC4H2		Xq11.2	AMP	1	616	0.2%	No
CD79B		17q23.3	HOMDEL	1	616	0.2%	Yes
RPL18A		19p13.11	AMP	1	616	0.2%	No
BPIFC		22q12.3	AMP	1	616	0.2%	No
SLC47A2		17p11.2	AMP	2	616	0.3%	No
TBC1D24		16p13.3	AMP	1	616	0.2%	No
RNA5S8		1q42.13	HOMDEL	1	616	0.2%	No
AFF1		4q21.3-q22.1	HOMDEL	2	616	0.3%	Yes
SLITRK1		13q31.1	AMP	10	616	1.6%	No
BCO1		16q23.2	HOMDEL	2	616	0.3%	No
METTL14		4q26	HOMDEL	1	616	0.2%	No
CNOT2		12q15	AMP	1	616	0.2%	No
RNF114		20q13.13	AMP	50	616	8.1%	No
RPL19		17q12	AMP	13	616	2.1%	No
ALKBH7		19p13.3	HOMDEL	3	616	0.5%	No
POM121L1P		22q11.22	AMP	1	616	0.2%	No
HHATL		3p22.1	AMP	1	616	0.2%	No
DUX4L5		4q35.2	HOMDEL	15	616	2.4%	No
RNY4P27		13q32.1	HOMDEL	1	616	0.2%	No
IRAG2		12p12.1	HOMDEL	1	616	0.2%	No
SPP2		2q37.1	HOMDEL	1	616	0.2%	No
SF1		11q13.1	HOMDEL	1	616	0.2%	No
AGPAT5		8p23.1	HOMDEL	42	616	6.8%	No
IRGC		19q13.31	AMP	2	616	0.3%	No
ALOX15		17p13.2	HOMDEL	7	616	1.1%	No
SNORA11D		Xp11.22	HOMDEL	3	616	0.5%	No
HNRNPU		1q44	HOMDEL	1	616	0.2%	No
IL10RB		21q22.11	HOMDEL	1	616	0.2%	No
SLC35G5		8p23.1	AMP	1	616	0.2%	No
CLEC19A		16p12.3	AMP	1	616	0.2%	No
LYRM9		17q11.2	HOMDEL	1	616	0.2%	No
TRIM72		16p11.2	AMP	5	616	0.8%	No
WARS2	4.912e-6	1p12	HOMDEL	2	616	0.3%	No
RHOA		3p21.31	AMP	1	616	0.2%	Yes
PTH1R		3p21.31	HOMDEL	2	616	0.3%	No
VAT1		17q21.31	AMP	2	616	0.3%	No
KCTD4		13q14.12-q14.13	HOMDEL	3	616	0.5%	No
C1QTNF9B		13q12.12	AMP	34	616	5.5%	No
RHOC		1p13.2	AMP	1	616	0.2%	No
TRPC4AP		20q11.22	AMP	50	616	8.1%	No
RN7SL789P	9.774e-2	19q13.11	AMP	5	616	0.8%	No
LINC02911		16q12.1	AMP	6	616	1.0%	No
METTL16		17p13.3	AMP	2	616	0.3%	No
MIR29B2CHG	1.892e-2	1q32.2	AMP	5	616	0.8%	No
COMMD8		4p12	AMP	1	616	0.2%	No
RN7SL471P		6p22.1	HOMDEL	1	616	0.2%	No
VWA1		1p36.33	HOMDEL	5	616	0.8%	No
ZNF689	2.009e-3	16p11.2	AMP	8	616	1.3%	No
TLCD2		17p13.3	AMP	2	616	0.3%	No
CNGA2		Xq28	AMP	3	616	0.5%	No
CYP4Z1		1p33	AMP	1	616	0.2%	No
RN7SL118P		Xq24	HOMDEL	1	616	0.2%	No
DHX8		17q21.31	HOMDEL	2	616	0.3%	No
RASA4CP		7p13	AMP	4	616	0.6%	No
SPECC1L		22q11.23	HOMDEL	1	616	0.2%	No
JAK3		19p13.11	HOMDEL	3	616	0.5%	Yes
PLIN2		9p22.1	AMP	5	616	0.8%	No
USO1		4q21.1	HOMDEL	2	616	0.3%	No
CRTAP		3p22.3	AMP	1	616	0.2%	No
NUP85		17q25.1	AMP	2	616	0.3%	No
MSLN		16p13.3	HOMDEL	4	616	0.6%	No
SPATA48		7p12.2	AMP	3	616	0.5%	No
H4C8		6p22.2	HOMDEL	3	616	0.5%	No
FAHD1		16p13.3	HOMDEL	2	616	0.3%	No
DNAAF11		8q24.22	AMP	30	616	4.9%	No
FTO		16q12.2	AMP	1	616	0.2%	No
COL5A1		9q34.3	HOMDEL	2	616	0.3%	No
CT47A10		Xq24	HOMDEL	1	616	0.2%	No
LINC00588		8q12.1	AMP	18	616	2.9%	No
RNA5SP215		6q22.31	HOMDEL	1	616	0.2%	No
LRRTM4	6.771e-2	2p12	HOMDEL	9	616	1.5%	No
CARM1		19p13.2	AMP	1	616	0.2%	Yes
CARM1		19p13.2	HOMDEL	3	616	0.5%	Yes
GPR31		6q27	HOMDEL	3	616	0.5%	No
